id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance
27679,10028091,NIRAPAD DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Bhangura,50,76,00,19,24.2127755,89.3781084,1,1,0,0,,0,0,0,0,0,0
27680,10028092,Modern Pathological Lab,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Noakhali,Upazilas of Noakhali,Begumganj,20,75,00,07,22.946676,91.113716,1,1,0,0,,0,0,0,0,0,0
27681,10028093,Green Lab Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Lalbag,30,26,20,42,23.7177407,90.3844142,1,1,0,0,,0,0,0,0,0,0
27682,10028094,Ma O Shishu General Hospital & Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.9662298,90.3801548,1,1,0,0,,0,0,0,0,0,0
27683,10028095,Naria Adhunik Hospital & Computerized Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Shariatpur,Upazilas of Shariatpur,Naria,30,86,00,65,23.3070897,90.4085206,1,1,0,0,,0,0,0,0,0,0
27684,10028096,Padma Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,23.008713,89.8309677,1,1,0,0,,0,0,0,0,0,0
27685,10028097,Debidwar Shisu Matri Hospital  &Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Debidwar,20,19,00,40,24.059589,88.743179,1,1,0,0,,0,0,0,0,0,0
27686,10028098,Mamotamoye Hospital.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Laksam,20,19,00,72,23.22554,91.116639,1,1,0,0,,0,0,0,0,0,1
27687,10028099,LABSINA DIAGHOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.37323,90.26816,1,1,0,0,,0,0,0,0,0,0
27688,10028100,Grameen Diagonostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Rajshahi,Upazilas of Rajshahi,Charghat,50,81,00,25,24.77123,88.56775,1,1,0,0,,0,0,0,0,0,0
27689,10028101,PARADISE MEDICAL COMPLEX,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Sylhet,Upazilas of Sylhet,Balaganj,60,91,00,08,24.903561,91.873611,1,1,0,0,,0,0,0,0,0,1
27690,10028102,Janani Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,23.307228,89.8071784,1,1,0,0,,0,0,0,0,0,0
27691,10028103,Al-Karim Islami Hospital,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.21345,90.32156,1,1,1,1,10,0,0,0,0,0,0
27692,10028104,Jamuna Pathology,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Sirajganj,Upazilas of Sirajganj,Tarash,50,88,00,89,24.4308914,89.3724769,1,1,0,0,,0,0,0,0,0,0
27693,10028105,BELKUCHI DIABETIC CENTRE & COMMUNITY HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Sirajganj,Upazilas of Sirajganj,Belkuchi,50,88,00,11,24.45133,89.70064,1,1,1,1,10,0,0,0,0,0,0
27694,10028106,MAA-MONI HOSPITAL,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Adarsha Sadar,20,19,50,67,23.462451,91.228768,1,1,0,0,,0,0,0,0,0,0
27695,10028107,Toufic Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Rajshahi,Upazilas of Rajshahi,Durgapur,50,81,00,31,24.19611,88.83341,1,1,0,0,,0,0,0,0,0,0
27696,10028108,Chatkhil Square Hospital (Pvt.),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Noakhali,Upazilas of Noakhali,Chatkhil,20,75,00,10,22.80968,91.09458,1,1,0,0,,0,0,0,0,0,1
27697,10028109,KAPTAI DIAGONOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Rangamati,Upazilas of Rangamati,Kaptai,20,84,00,36,22.493963,92.232576,1,1,0,0,,0,0,0,0,0,0
27698,10028110,TAMIM DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Faridpur,50,76,00,33,23.0613166,88.761787,1,1,0,0,,0,0,0,0,0,0
27699,10028111,APOLLO CLINIC & DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Natore Sadar,50,69,00,63,24.41514,88.99285,1,1,0,0,,0,0,0,0,0,0
27700,10028112,Dr. Rafiqul Medicare Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Ishwardi,50,76,00,39,24.111915,89.121946,1,1,0,0,,0,0,0,0,0,0
27701,10028113,Chander Alo Digital Diagnostic Center lakhai,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Habiganj,Upazilas of Habiganj,Lakhai,60,36,00,68,24.2833791,91.2573874,1,1,0,0,,0,0,0,0,0,0
27702,10028114,Life Care Shishu o General Hospital & Diagnostic Center.,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Brahmanbaria Sadar,20,12,00,13,23.964142,91.118301,1,1,1,1,10,0,0,0,0,0,0
27703,10028115,Dr. Zahed Memorial Child Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Faridpur,Upazilas of Faridpur,Faridpur Sadar,30,29,00,47,22.57124,88.23814,1,1,0,0,,0,0,0,0,0,1
27704,10028116,Ahmed Medical Centre (Pvt) Ltd.,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mohammadpur,30,26,25,50,23.743166,90.373584,1,1,1,1,30,0,0,0,0,0,0
27705,10028117,JAMUNA DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Tangail,Upazilas of Tangail,Ghatail,30,93,00,28,24.35004,90.03075,1,1,0,0,,0,0,0,0,0,0
27706,10028118,NEW MEDI AID DIGITAL DIAGNOSTIC LAB,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Barishal,Barishal,Barishal City Corporation,Barishal Sadar,10,06,50,51,22.701002,90.353455,1,1,0,0,,0,0,0,0,0,0
27707,10028119,Mazharul Haque BNSB Eye Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chandpur,Upazilas of Chandpur,Chandpur Sadar,20,13,00,22,23.2275885,90.656531,1,1,0,0,,0,0,0,0,0,1
27708,10028120,Chattagram International Medical College & Hospital (CIMCH),Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Chattogram City Corporation,Chandgaon,20,15,16,19,22.38358,91.84467,1,1,1,1,500,0,0,0,0,0,1
27709,10028121,AL-MODINA NURSING HOME,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Manda,50,64,00,47,24.652205,88.662213,1,1,1,1,10,0,0,0,0,0,0
27710,10028122,TAZKIA AROGYA NIKETAN &  E.N.T CENTRE,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Kotwali,30,26,20,40,23.70731,90.41548,1,1,1,1,10,0,0,0,0,0,0
27711,10028123,SKS HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rangpur,Gaibandha,Upazilas of Gaibandha,Gaibandha Sadar,55,32,00,24,25.3258099,89.5495018,1,1,1,1,30,0,0,0,0,0,1
27712,10028124,MAA  DIAGNOSTIC COMPLEX,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.1997,90.4809,1,1,0,0,,0,0,0,0,0,0
27713,10028125,Premier General Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Bogura Sadar,50,10,00,20,24.832931,89.376209,1,1,0,0,,0,0,0,0,0,0
27714,10028126,ADHUNIK CLINIC AND DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Dhupchanchia,50,10,00,33,24.839109,89.37571,1,1,0,0,,0,0,0,0,0,0
27715,10028127,CITY DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Sylhet,Upazilas of Sylhet,Sylhet Sadar,60,91,00,62,23.99618,90.1254,1,1,0,0,,0,0,0,0,0,0
27716,10028128,Bhairab Medical Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48,00,11,24.05723,90.96934,1,1,0,0,,0,0,0,0,0,0
27717,10028129,Hazrat Khanzahan Ali(R:) Pathology,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Bagerhat,Upazilas of Bagerhat,Bagerhat Sadar,40,01,00,08,22.6554516,89.76615270000002,1,1,0,0,,0,0,0,0,0,0
27718,10028130,Bismillah Digital Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Satkhira,Upazilas of Satkhira,Satkhira Sadar,40,87,00,82,22.7239518,89.0699518,1,1,0,0,,0,0,0,0,0,0
27719,10028131,Haque Pathological Laboratory,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Narsingdi,Upazilas of Narsingdi,Narsingdi Sadar,30,68,00,60,23.997669,90.721779,1,1,0,0,,0,0,0,0,0,0
27720,10028132,SONARGAON GENERAL HOSPITAL & DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Narayanganj,Upazilas of Narayanganj,Sonargaon,30,67,00,04,23.6360367,90.59414579999998,1,1,0,0,,0,0,0,0,0,0
27721,10028133,TMSS Medical College & Rafatullah Community Hospital,Blood Bank,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Bogura Sadar,50,10,00,20,24.905516,89.354426,1,1,1,1,,0,0,0,0,0,0
27722,10028134,New Sheba Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Maulvibazar,Upazilas of Moulvibazar,Barlekha,60,58,00,14,24.704195,92.192924,1,1,0,0,,0,0,0,0,0,0
27723,10028135,Shipahepara Specialist Clinic & Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Munshiganj,Upazilas of Munshiganj,Munshiganj Sadar,30,59,00,56,23.5421898,90.5305087,1,1,0,0,,0,0,0,0,0,0
27724,10028136,"Popular Diagnostic Centre (Mirpur,  Unit-01)",Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Pallabi,30,26,25,64,23.809529,90.377667,1,1,0,0,,0,0,0,0,0,1
27725,10028137,JAHEDA HOSPITAL,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Baraigram,50,69,00,15,24.41514,88.992851,1,1,0,0,,0,0,0,0,0,0
27726,10028138,EVERCARE HOSPITAL CHATTOGRAM,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Upazilas of Chattogram,Hathazari,20,15,00,37,22.4012738,91.84880980000001,1,1,0,0,,0,0,0,0,0,1
27727,10028139,New A R Pathology and Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Lalmonirhat,Upazilas of Lalmonirhat,Hatibandha,55,52,00,33,26.1209949,89.14245550000001,1,1,0,0,,0,0,0,0,0,0
27728,10028140,United Diagnostic Center & Hospital,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Madaripur,Upazilas of Madaripur,Rajoir,30,54,00,80,23.2066833,90.04899019999999,1,1,1,1,10,0,0,0,0,0,0
27729,10028141,Sound Health Diagnostic Complex,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Upazilas of Chattogram,Lohagara,20,15,00,47,22.01689,91.09597,1,1,0,0,,0,0,0,0,0,1
27730,10028142,ABDUL AZIZ MEDICAL CENTER,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Sylhet,Maulvibazar,Upazilas of Moulvibazar,Juri,60,58,00,35,24.59212,92.12266,1,1,1,1,10,0,0,0,0,0,1
27731,10028143,Holylab Medical Center Ltd.(Diagnostic Center Unit-1),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.1566,90.42126,1,1,0,0,,0,0,0,0,0,1
27732,10028144,LifeLine Medical Institute of Science & Research,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Shyampur,30,26,20,76,23.7006389,90.43522689999999,1,1,1,1,10,0,0,0,0,0,0
27733,10028145,SIMA DENTAL SURGERY,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Tangail,Upazilas of Tangail,Sakhipur,30,93,00,85,23.70731,90.41548,1,1,0,0,,0,0,0,0,0,0
27734,10028146,Nagar Private Hospital,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Satkhira,Upazilas of Satkhira,Shyamnagar,40,87,00,86,22.342645,89.104444,1,1,1,1,10,0,0,0,0,0,0
27735,10028147,JANATA DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Daudkandi,20,19,00,36,23.525243,90.735374,1,1,0,0,,0,0,0,0,0,0
27736,10028148,Landsteiner Blood Bank & Transfusion Medicine Centre,Blood Bank,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Chattogram City Corporation,Panchlaish,20,15,16,57,22.358641,91.825807,1,1,1,1,,0,0,0,0,0,0
27737,10028149,HEALTH & DOCTORS,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Adarsha Sadar,20,19,50,67,23.465214,91.174918,1,1,0,0,,0,0,0,0,0,0
27738,10028150,NURJAHAN HEALTH CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Ishwardi,50,76,00,39,24.1161975,89.0958885,1,1,0,0,,0,0,0,0,0,1
27739,10028151,Lucky Clinic,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Bagerhat,Upazilas of Bagerhat,Mollahat,40,01,00,56,22.6643972,89.7869774,1,1,0,0,,0,0,0,0,0,0
27740,10028152,Kishoregonj Eye Hospital,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Kishoreganj Sadar,30,48,00,49,24.4807915,90.7580342,1,1,1,1,20,0,0,0,0,0,1
27741,10028153,Peoples Health Care & Digital Diagnostics Lab,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.1926144,90.472448,1,1,0,0,,0,0,0,0,0,0
27742,10028154,MANDA ISLAMIA HOSPITAL  (DIAGNOSTIC CENTER ),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Manda,50,64,00,47,22.42643,88.52755,1,1,0,0,,0,0,0,0,0,0
27743,10028155,Auditi Sonographi and Diognostic center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Sirajganj,Upazilas of Sirajganj,Shahjadpur,50,88,00,67,24.45133,89.70064,1,1,0,0,,0,0,0,0,0,0
27744,10028156,Noor Dental clinic,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Kasba,20,12,00,63,23.819515,91.120313,1,1,0,0,,0,0,0,0,0,0
27745,10028157,Faridpur Desh Clinic(Diagnostic),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Faridpur,Upazilas of Faridpur,Faridpur Sadar,30,29,00,47,23.562922,89.800082,1,1,0,0,,0,0,0,0,0,1
27746,10028158,TMSS Medical College & Rafatullah Community Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Bogura Sadar,50,10,00,20,24.869723,89.370004,1,1,0,0,,0,0,0,0,0,1
27747,10028159,KIMIA BISHESOGGO CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Pabna Sadar,50,76,00,55,24.0075185,89.239458,1,1,0,0,,0,0,0,0,0,1
27748,10028160,RAWSHAN CLINIC,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Joypurhat,Upazilas of Joypurhat,Joypurhat Sadar,50,38,00,47,25.10282,89.024774,1,1,1,1,10,0,0,0,0,0,0
27749,10028161,Doctors Lab & Hospital (Pvt.) Ltd.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Satkhira,Upazilas of Satkhira,Satkhira Sadar,40,87,00,82,22.315481,89.111453,1,1,0,0,,0,0,0,0,0,0
27750,10028162,LIFE AND LIGHT  HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Tejgaon,30,26,25,90,24.09838,90.32871,1,1,1,1,20,0,0,0,0,0,1
27751,10028163,Arogya Sadan Private Hospital,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Faridpur,Upazilas of Faridpur,Faridpur Sadar,30,29,00,47,23.60612,89.84064,1,1,1,1,80,0,0,0,0,0,0
27752,10028164,BDM Hospital and Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mohammadpur,30,26,25,50,23.768574,90.366761,1,1,0,0,,0,0,0,0,0,1
27753,10028165,MEDI LAB DIAGNOSTIC & CONSULTATION CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Upazilas of Chattogram,Boalkhali,20,15,00,12,22.33037,91.832626,1,1,0,0,,0,0,0,0,0,0
27754,10028166,Bismillah Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,23.1678457,89.7942892,1,1,0,0,,0,0,0,0,0,0
27755,10028167,Noor Jahan Hasan Ali Sarkar Memorial Medical  Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Nabinagar,20,12,00,85,23.9,90.95,1,1,0,0,,0,0,0,0,0,0
27756,10028168,HAZI MD IBRAHIM MEMORIAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Upazilas of Dhaka,Keraniganj,30,26,00,38,24.365353,91.164097,1,1,1,1,10,0,0,0,0,0,0
27757,10028169,SHEFA DIAGNOSTIC AND CONSULTATION CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Bera,50,76,00,16,23.9489898,89.6503254,1,1,0,0,,0,0,0,0,0,0
27758,10028170,SHOHAGH DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Tangail,Upazilas of Tangail,Sakhipur,30,93,00,85,24.3191857,90.17525249999994,1,1,0,0,,0,0,0,0,0,0
27759,10028171,CARE GENERAL HOSPITAL & DIAGNOSTIC CENTER,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Katiadi,30,48,00,45,24.2459071,90.7937015,1,1,1,1,10,0,0,0,0,0,1
27760,10028172,MOTHER CARE GENERAL  HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Rajshahi,Upazilas of Rajshahi,Paba,50,81,00,72,24.00038,89.24999,1,1,1,1,10,0,0,0,0,0,0
27761,10028173,SADIA MEMORIAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Rajshahi,Rajshahi City Corporation,Matihar,50,81,66,40,24.365295,88.675912,1,1,1,1,10,0,0,0,0,0,0
27762,10028174,NEW STAR LAB LTD.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Chattogram City Corporation,Kotwali,20,15,16,41,22.359027,91.78318,1,1,0,0,,0,0,0,0,0,0
27763,10028175,ASH-SHEFA HOSPITAL (PVT) LTD,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Upazilas of Chattogram,Satkania,20,15,00,82,22.105928,92.086136,1,1,0,0,,0,0,0,0,0,1
27764,10028176,MONOWARA ORTHOPAEDIC AND GENERAL HOSPITAL,Blood Bank,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Jatrabari,30,26,20,29,23.720222,90.428748,1,1,1,1,,0,0,0,0,0,0
27765,10028177,Fatema Memorial Diagnostic &  Medical Service,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Dakshinkhan,30,26,25,10,23.7915488,90.3484141,1,1,1,1,10,0,0,0,0,0,1
27766,10028178,CARE (PVT) HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Sylhet,Maulvibazar,Upazilas of Moulvibazar,Sreemangal,60,58,00,83,24.309552,91.734385,1,1,1,1,6,0,0,0,0,0,1
27767,10028179,Fair diagnostic center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Lakshmipur,Upazilas of Lakshmipur,Lakshmipur Sadar,20,51,00,43,22.8718541,90.5249766,1,1,0,0,,0,0,0,0,0,0
27768,10028180,MADINA DIAGNOSTIC & CONSULTATION CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Ishwardi,50,76,00,39,24.1671227,89.14256449999999,1,1,0,0,,0,0,0,0,0,0
27769,10028181,SUNMOON CLINIC & NARSING HOME,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Magura,Upazilas of Magura,Magura Sadar,40,55,00,57,23.7399344,90.42806639999999,1,1,1,1,10,0,0,0,0,0,1
27770,10028182,Maa O Shishu Hospital (Pvt.),Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Noakhali,Upazilas of Noakhali,Noakhali Sadar,20,75,00,87,22.816467,91.121506,1,1,1,1,40,0,0,0,0,0,0
27771,10028183,Monowara Hakim Hospital & Diagnostic Center,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Brahmanbaria Sadar,20,12,00,13,23.9651907,91.1078007,1,1,1,1,10,0,0,0,0,0,0
27772,10028184,Lab Star Hospital & Diagnostics,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Upazilas of Dhaka,Savar,30,26,00,72,23.8359455,90.26083,1,1,1,1,10,0,0,0,0,0,0
27773,10028185,Modern Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Jhenaidah,Upazilas of Jhenaidah,Jhenaidah Sadar,40,44,00,19,23.544987,89.1726,1,1,0,0,,0,0,0,0,0,0
27774,10028186,NAZAT DIAGNOSTIC & CONSULTATION CENTRE.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Sherpur,,Sherpur Sadar,45,89,,88,25.074623,90.14949,1,1,0,0,,0,0,0,0,0,0
27775,10028187,Medicare Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Lalpur,50,69,00,44,24.2031008,89.0012007,1,1,0,0,,0,0,0,0,0,0
27776,10028188,Egos Health Care & Diagnosis,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mohammadpur,30,26,25,50,23.7647453,90.3553233,1,1,0,0,,0,0,0,0,0,0
27777,10028189,GONO UNNAYAN SOMOBAY HOSPITAL &  DIAGNOSTIC CENTER,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Madaripur,Upazilas of Madaripur,Shibchar,30,54,00,87,23.3453194,90.1669316,1,1,1,1,20,0,0,0,0,0,1
27778,10028190,ROMAN DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Pabna,Upazilas of Pabna,Bhangura,50,76,00,19,24.217395,89.378134,1,1,0,0,,0,0,0,0,0,0
27779,10028191,SWADESH DIAGNOSTIC & CLINIC,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Baraigram,50,69,00,15,24.41514,88.99285,1,1,0,0,,0,0,0,0,0,0
27780,10028192,Goribe Newaj Hospital & Lab,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Shariatpur,Upazilas of Shariatpur,Gosairhat,30,86,00,36,23.2367255,90.2779179,1,1,1,1,10,0,0,0,0,0,0
27781,10028193,Al-Madina Islami Hospital (Pathology),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Chapainawabganj,Upazilas of Chapainawabganj,Shibganj,50,70,00,88,24.84092,88.55574,1,1,0,0,,0,0,0,0,0,0
27782,10028194,Advance Digital Diagnostic & Medical Services,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Barishal,Barishal,Barishal City Corporation,Barishal Sadar,10,06,50,51,22.684466,90.358972,1,1,0,0,,0,0,0,0,0,0
27783,10028195,Meghna Diagnostic Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Homna,20,19,00,54,23.682932,90.780053,1,1,0,0,,0,0,0,0,0,0
27784,10028196,JONOSEBA ADHUNIK HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Gurudaspur,50,69,00,41,24.41514,88.992851,1,1,1,1,10,0,0,0,0,0,0
27785,10028197,SAMOTA DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Jhenaidah,Upazilas of Jhenaidah,Jhenaidah Sadar,40,44,00,19,23.5379759,89.1714875,1,1,0,0,,0,0,0,0,0,0
