iso3,year,outcome_indicator,outcome_label,outcome_value,tasmax,tr,txx,tasmax_anomaly,txx_anomaly,tr_anomaly,herfindahl_generation,herfindahl_capacity,generation_coverage,top_fuel_generation
PHL,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.9,25.91,359.28,28.33,0.013333333333335418,-0.17533333333333445,-0.8919999999999959,0.3623,0.2528,0.999,Coal
PHL,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.8,26.14,359.38,28.83,0.24333333333333584,0.32466666666666555,-0.7919999999999732,0.3623,0.2528,0.999,Coal
PNG,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.7,23.55,295.57,26.12,0.06900000000000261,0.31566666666666876,-0.5869999999999891,,,,
SLB,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.3,26.3,365.0,28.07,0.158333333333335,0.20099999999999696,-0.25666666666671745,,,,
THA,2016,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.1,26.96,355.18,32.96,0.5773333333333319,1.6283333333333339,1.4916666666666742,0.5843,0.5612,0.998,Gas
TJK,2008,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),15.0,0.35,39.82,18.68,0.13833333333333334,1.2143333333333324,4.683666666666667,1.0,0.7962,0.885,Hydro
TJK,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),9.2,0.89,39.07,19.18,0.6783333333333333,1.7143333333333324,3.9336666666666673,1.0,0.7962,0.885,Hydro
TJK,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.6,1.01,38.33,18.49,0.7983333333333333,1.024333333333331,3.1936666666666653,1.0,0.7962,0.885,Hydro
TLS,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),7.5,24.7,362.36,27.64,0.10699999999999932,0.2716666666666683,0.3350000000000364,,,,
TLS,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),9.4,24.57,362.15,27.92,-0.022999999999999687,0.5516666666666694,0.125,,,,
TON,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.5,24.31,363.88,27.96,-0.45700000000000074,0.10833333333333428,-0.07333333333332348,,,,
UZB,2008,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),5.4,13.19,136.32,35.06,-0.2406666666666677,1.00266666666667,5.250333333333316,0.7487,0.5091,1.0,Gas
UZB,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),6.7,14.38,138.51,33.87,0.9493333333333336,-0.1873333333333349,7.440333333333314,0.7487,0.5091,1.0,Gas
UZB,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.0,14.49,129.26,35.7,1.059333333333333,1.6426666666666705,-1.8096666666666863,0.7487,0.5091,1.0,Gas
VNM,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.6,23.94,304.56,29.35,0.0070000000000014495,-0.4676666666666627,2.8279999999999745,0.3324,0.3178,0.999,Coal
VNM,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.2,24.59,310.72,30.77,0.657,0.9523333333333355,8.988,0.3324,0.3178,0.999,Coal
VUT,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.1,24.88,364.5,27.86,-0.16266666666666652,0.2729999999999997,-0.10300000000000864,,,,
WSM,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),6.6,25.39,365.0,27.18,-0.09933333333333394,0.05266666666666353,-0.2666666666666515,,,,
